x_lsat,x_ugpa,x_fulltime,x_fam_inc,x_tier,z_white,y_zgpa
33.0,3.4,1,4.0,3,1,-0.95
48.0,3.9,1,4.0,5,1,0.98
38.0,4.0,1,4.0,4,1,0.4
30.0,3.0,1,5.0,3,1,-0.29
38.0,3.2,1,4.0,3,1,-1.09
31.0,3.4,1,3.0,2,1,0.25
42.0,2.5,1,4.0,3,1,-0.46
47.0,3.6,1,4.0,6,1,-0.29
41.0,3.5,1,4.0,4,1,1.12
42.0,3.0,1,2.0,4,1,0.07
41.0,3.8,1,3.0,4,1,0.32
32.0,2.8,1,3.0,3,1,0.49
31.3,3.3,1,2.0,3,1,-0.21
31.0,3.0,1,3.0,3,1,-0.96
27.0,2.5,1,5.0,3,0,-1.48
36.0,3.2,1,4.0,3,1,0.34
39.0,3.2,1,4.0,5,1,-0.72
38.0,3.5,1,3.0,5,1,0.12
37.0,3.6,1,3.0,5,1,1.87
26.0,3.2,1,4.0,2,1,-0.76
35.0,2.8,1,3.0,3,1,-1.13
42.0,3.5,1,4.0,4,1,1.48
37.0,3.1,1,4.0,6,1,0.15
38.0,3.5,1,3.0,3,1,0.42
38.0,2.8,1,4.0,3,1,-0.83
35.0,2.8,1,3.0,3,1,-1.08
36.0,3.7,2,4.0,3,1,0.89
44.0,3.6,1,5.0,5,1,-0.05
40.0,3.1,1,4.0,4,1,-0.42
45.0,3.7,1,3.0,5,1,0.48
37.0,3.6,1,4.0,3,1,1.93
48.0,3.6,1,3.0,6,1,-0.12
23.5,3.0,1,3.0,3,0,-1.76
42.0,3.8,1,5.0,6,1,0.09
30.0,3.5,1,3.0,4,1,-0.26
35.0,3.3,1,3.0,4,1,-0.35
29.0,3.4,1,3.0,3,1,0.44
38.0,3.2,1,3.0,3,1,-0.57
34.0,4.0,1,3.0,4,1,-0.16
34.0,3.5,1,5.0,3,1,1.0
33.0,3.3,1,4.0,3,1,-0.86
27.0,3.1,1,3.0,2,1,-1.2
37.0,2.9,1,4.0,5,1,-0.65
35.0,3.0,1,4.0,5,1,-0.19
36.0,2.7,1,4.0,3,1,1.39
42.0,3.8,1,3.0,3,1,1.38
33.0,3.0,1,3.0,3,1,0.61
36.0,3.0,1,3.0,4,1,-0.47
41.0,3.4,1,4.0,4,1,0.32
31.0,3.2,1,4.0,3,1,2.18
38.0,3.3,1,5.0,6,1,-1.25
34.0,2.4,1,3.0,4,1,-0.35
36.0,3.3,1,2.0,3,1,1.35
40.0,3.0,1,4.0,3,1,-0.27
34.0,2.9,1,4.0,3,1,-0.86
30.0,2.8,2,3.0,3,1,0.51
38.0,3.9,1,3.0,6,1,0.78
44.0,3.4,1,3.0,5,1,0.96
39.5,3.3,1,4.0,3,1,0.56
42.0,3.5,1,4.0,4,1,1.44
39.0,3.0,2,4.0,3,1,0.91
37.0,3.1,1,5.0,3,1,-0.79
22.5,2.5,1,2.0,3,0,-1.63
39.0,3.0,1,4.0,3,1,-0.42
37.0,3.1,1,3.0,4,1,-0.69
32.0,3.0,1,4.0,3,1,-1.31
44.0,3.4,1,4.0,4,1,0.16
38.0,2.6,1,4.0,5,1,0.23
40.0,3.7,1,4.0,6,1,-1.65
32.0,2.8,2,3.0,3,1,1.28
33.0,3.8,1,3.0,4,1,-0.56
35.0,3.7,1,3.0,4,1,-0.76
35.0,3.2,1,4.0,5,1,-0.31
40.0,3.4,1,4.0,3,1,0.71
39.0,2.8,1,4.0,3,1,-0.93
30.0,2.9,1,4.0,4,0,-3.13
34.5,2.7,1,3.0,2,1,0.76
24.5,3.0,1,3.0,2,0,-2.16
44.0,3.4,1,3.0,5,1,1.45
34.0,3.5,1,1.0,3,1,-1.92
34.0,2.9,1,4.0,3,1,-0.33
42.0,3.8,1,5.0,6,1,-0.71
35.0,3.5,1,3.0,4,1,-0.3
35.0,3.1,1,4.0,3,1,-0.21
36.0,3.3,1,3.0,4,1,0.86
39.0,3.4,1,4.0,3,1,0.8
33.0,3.3,1,3.0,3,1,-0.49
33.5,3.1,1,4.0,3,1,1.5
43.0,3.4,1,4.0,6,1,0.37
35.0,3.5,1,3.0,4,1,1.21
38.0,2.2,1,4.0,3,1,-0.91
27.0,3.3,1,4.0,3,1,-1.18
26.5,3.1,1,4.0,2,1,1.56
33.0,3.8,1,4.0,4,1,-0.15
31.5,3.6,1,4.0,3,1,1.05
36.0,2.9,1,4.0,3,1,-1.41
33.0,2.2,1,4.0,4,1,-2.43
36.0,2.9,1,4.0,4,1,0.21
31.0,2.6,1,4.0,2,1,-1.29
20.0,2.7,1,2.0,1,0,-0.8
37.0,3.4,1,4.0,3,1,0.22
46.0,3.2,1,3.0,4,1,0.87
42.0,3.7,1,4.0,4,1,0.3
33.0,2.8,1,3.0,2,1,-1.31
39.0,3.0,1,3.0,5,1,-0.4
41.0,3.9,1,4.0,6,1,1.24
38.0,2.9,1,3.0,3,1,-0.07
35.0,3.4,1,5.0,3,1,0.01
42.0,3.7,1,5.0,5,1,1.71
33.3,3.2,1,4.0,3,1,0.56
30.0,3.1,1,4.0,3,1,-0.85
43.0,3.3,1,2.0,4,1,0.05
41.0,3.8,1,4.0,5,1,1.24
44.0,3.5,1,3.0,5,1,-0.16
37.0,2.9,1,3.0,4,1,0.59
42.0,4.0,1,3.0,4,1,1.98
36.5,3.1,1,5.0,5,1,1.44
39.0,3.1,1,5.0,3,1,0.15
43.0,3.0,1,4.0,3,1,2.46
48.0,4.0,1,3.0,5,1,2.26
43.0,3.8,1,5.0,6,1,-0.35
39.0,3.5,1,3.0,4,1,1.89
38.0,3.2,1,3.0,5,1,0.26
42.0,3.9,1,4.0,4,1,0.53
33.0,2.3,1,4.0,4,0,-0.74
40.0,3.4,1,3.0,3,1,-0.92
39.0,2.8,2,3.0,5,1,-1.33
34.0,3.3,2,3.0,3,1,0.79
40.0,3.4,1,4.0,4,1,1.12
40.0,3.7,1,3.0,4,1,-0.88
35.0,3.0,1,3.0,5,1,-1.44
39.0,3.1,1,2.0,3,1,0.29
27.3,3.0,1,4.0,3,1,-1.36
46.0,4.0,1,4.0,6,1,1.74
35.0,3.5,1,3.0,4,1,0.61
33.0,3.6,1,3.0,3,1,2.38
41.5,3.2,1,4.0,5,1,1.48
33.0,2.4,1,2.0,2,1,0.04
32.0,3.1,1,4.0,2,1,-0.36
40.0,3.4,1,5.0,5,1,-0.81
41.0,3.1,1,3.0,5,1,1.08
34.0,3.1,1,4.0,3,1,-0.68
39.0,3.5,1,4.0,5,1,-0.17
46.0,3.1,1,5.0,5,1,0.73
43.0,3.5,1,4.0,6,1,-0.19
39.0,3.1,1,4.0,4,1,-0.53
42.0,2.7,1,5.0,3,1,0.86
41.0,3.7,1,3.0,4,1,0.73
42.0,3.5,1,2.0,4,1,0.14
34.0,3.5,1,4.0,4,1,-0.06
45.0,3.5,1,4.0,5,1,-0.58
48.0,3.3,1,4.0,5,1,0.25
38.5,3.0,1,4.0,4,1,-0.98
32.5,3.2,2,4.0,5,1,-0.2
26.7,3.2,2,4.0,3,1,0.0
48.0,2.8,1,4.0,5,1,0.24
35.0,3.5,1,3.0,5,1,-0.13
35.5,2.1,1,1.0,2,1,0.41
24.5,3.7,1,1.0,3,1,0.56
38.0,2.8,1,4.0,3,1,0.46
46.0,3.4,1,4.0,4,1,1.12
31.5,3.6,1,3.0,5,1,0.72
38.0,3.4,1,4.0,3,1,-0.15
48.0,2.8,1,4.0,4,1,0.58
39.0,2.5,1,4.0,3,1,-0.38
34.5,3.1,1,4.0,3,1,-1.75
48.0,2.9,1,4.0,5,1,1.34
41.0,2.8,1,3.0,3,1,1.9
38.0,2.9,1,2.0,4,1,-0.57
40.0,3.4,1,5.0,4,1,-0.76
37.0,3.3,1,3.0,3,1,-1.41
46.0,3.8,1,3.0,5,1,-1.71
37.0,3.5,1,4.0,4,1,0.62
35.0,2.4,1,4.0,5,1,0.88
48.0,3.0,1,4.0,5,1,2.1
36.3,2.5,1,4.0,3,1,-1.6
35.0,3.4,1,5.0,5,1,1.26
42.0,3.5,1,4.0,6,1,-0.77
42.0,3.1,1,4.0,4,1,1.01
36.0,3.0,1,4.0,3,1,1.52
35.0,3.6,1,2.0,3,1,-0.53
45.0,3.4,1,4.0,4,1,1.62
39.0,3.1,1,3.0,4,1,0.22
36.0,3.1,1,4.0,6,1,-0.57
34.0,3.2,1,4.0,5,1,0.34
30.0,2.9,1,4.0,2,1,-0.39
40.0,3.6,1,4.0,5,1,-0.16
31.5,3.2,1,3.0,3,1,-0.67
38.0,2.5,2,1.0,5,1,0.63
42.0,4.0,1,1.0,6,1,0.83
34.0,3.0,1,4.0,3,1,0.28
36.0,2.8,1,4.0,6,1,0.57
38.0,2.9,1,3.0,3,1,0.56
41.0,4.0,1,3.0,6,1,-0.2
33.5,3.5,1,4.0,3,1,0.47
38.0,3.9,1,1.0,2,1,-0.2
35.5,3.0,2,2.0,3,1,-0.77
40.0,2.6,1,4.0,4,1,0.75
39.0,2.5,1,4.0,3,1,2.17
40.0,3.0,1,2.0,5,1,1.04
38.0,3.9,1,3.0,2,1,1.35
37.0,3.0,1,4.0,3,1,0.26
38.0,3.2,1,3.0,4,1,1.26
39.0,3.5,1,2.0,3,1,0.68
36.0,2.8,1,4.0,3,1,0.19
33.0,3.5,1,3.0,3,1,0.34
40.0,3.1,1,3.0,3,1,-0.53
36.0,2.9,1,4.0,4,1,-0.72
40.0,2.3,1,4.0,3,1,-0.08
34.5,2.7,1,4.0,4,1,0.35
32.0,2.7,1,5.0,3,1,-1.69
37.0,3.7,1,3.0,3,1,0.75
34.0,2.4,1,3.0,4,1,-0.35
40.0,4.0,1,3.0,4,1,0.88
36.0,3.2,1,4.0,3,1,-0.92
41.0,3.8,1,4.0,4,1,1.07
43.0,3.4,1,3.0,4,1,1.89
36.0,3.2,1,3.0,3,1,1.32
44.0,3.1,1,4.0,4,1,1.22
37.0,2.9,1,3.0,3,1,-0.46
38.0,3.8,1,3.0,3,0,0.68
38.0,3.6,1,4.0,4,1,1.47
41.0,3.9,1,4.0,6,1,0.05
37.0,3.7,1,4.0,3,1,1.12
38.0,2.9,1,3.0,3,1,-0.05
38.0,3.1,1,4.0,3,1,-0.22
18.0,3.0,1,3.0,1,0,-0.56
37.0,3.5,1,4.0,3,1,0.97
37.0,3.7,1,3.0,3,1,-1.12
34.0,2.3,1,3.0,3,0,-0.67
34.0,3.5,1,5.0,3,1,-1.19
35.0,3.3,1,4.0,2,1,1.26
38.0,2.7,1,4.0,3,1,0.74
36.0,3.0,1,2.0,4,1,-1.48
35.0,3.2,1,1.0,5,0,-1.59
44.0,3.6,1,4.0,4,1,-0.03
35.5,2.8,1,3.0,3,1,-0.67
38.0,3.4,1,4.0,4,1,0.02
36.0,3.3,2,3.0,3,1,0.31
33.0,4.0,1,4.0,4,1,0.21
36.0,2.9,1,5.0,4,1,-0.46
48.0,2.6,1,4.0,4,1,-0.85
38.0,3.5,1,3.0,3,1,1.68
29.0,3.1,1,4.0,2,1,-1.12
34.0,2.7,1,4.0,2,0,-1.02
36.5,3.4,1,4.0,3,1,-1.4
30.7,3.5,1,3.0,6,1,-1.04
33.5,3.7,1,3.0,5,1,-0.42
26.7,3.5,1,3.0,3,1,0.08
39.0,2.5,1,3.0,3,1,1.31
33.0,3.7,1,4.0,3,1,0.1
45.0,3.1,1,2.0,3,1,-0.53
37.0,3.4,1,4.0,3,1,-0.05
27.0,2.7,2,5.0,4,1,1.44
37.0,3.2,1,3.0,3,1,0.23
38.0,3.2,2,4.0,3,1,1.52
36.0,2.6,1,3.0,3,1,-1.69
27.0,2.5,1,3.0,3,0,-1.64
37.0,3.6,1,4.0,3,1,0.97
41.0,2.7,1,3.0,3,1,-0.34
42.0,3.3,1,4.0,4,1,-0.73
37.0,2.5,1,3.0,3,1,0.57
38.0,3.2,1,4.0,4,1,0.19
40.0,2.9,2,3.0,3,1,1.02
38.0,3.4,1,3.0,3,1,-0.92
37.0,3.5,1,2.0,3,1,-1.91
44.0,3.0,1,4.0,4,1,0.65
29.5,2.8,1,4.0,3,1,0.11
32.0,3.1,1,3.0,3,1,-1.14
31.0,2.9,1,4.0,4,1,0.43
32.0,3.3,1,4.0,2,1,0.76
39.0,3.2,1,4.0,4,1,0.0
32.0,3.5,1,3.0,5,1,0.67
40.0,3.1,1,4.0,4,1,-0.85
31.0,2.8,1,3.0,2,1,0.87
35.5,2.7,1,3.0,3,1,1.06
36.0,3.7,1,4.0,3,1,0.39
28.0,2.9,1,2.0,2,0,0.86
40.0,3.5,1,3.0,4,1,0.95
35.0,3.6,1,3.0,4,1,2.0
45.0,3.1,1,3.0,3,1,1.58
42.0,3.8,1,4.0,5,1,-0.01
38.0,3.1,1,5.0,3,1,-0.65
39.0,2.9,1,4.0,3,1,-0.45
39.0,3.2,1,5.0,4,1,-1.54
45.0,3.3,1,4.0,6,1,0.13
40.0,3.4,1,5.0,3,1,-0.81
37.0,2.7,1,3.0,2,1,-0.47
45.0,3.7,1,4.0,6,1,-0.17
40.0,3.3,1,4.0,3,1,0.04
44.0,3.7,1,4.0,6,1,-0.35
35.0,4.0,1,2.0,4,1,0.81
39.0,2.9,1,4.0,3,1,0.57
26.0,3.1,1,2.0,4,0,-1.96
40.0,3.6,1,4.0,3,1,1.15
36.5,3.1,1,5.0,4,1,-0.35
39.0,2.5,1,4.0,1,1,0.81
39.0,3.3,1,2.0,4,1,-0.35
45.0,3.7,1,4.0,4,1,-1.46
29.0,3.1,1,4.0,3,1,0.36
32.0,3.0,1,3.0,4,1,-0.19
33.0,2.2,1,4.0,3,1,0.38
38.0,3.4,1,3.0,3,1,-1.81
41.0,3.7,1,3.0,4,1,1.16
34.0,3.5,1,3.0,3,1,1.28
41.0,3.5,1,3.0,4,1,0.65
36.0,3.3,1,3.0,4,1,-0.81
37.0,3.5,2,4.0,5,1,1.3
36.0,2.7,1,4.0,5,1,0.04
42.0,2.4,1,5.0,5,1,0.0
38.0,3.7,1,3.0,4,1,-0.81
35.0,3.5,1,3.0,2,1,1.55
37.0,3.8,2,3.0,3,1,-0.65
38.0,3.6,1,4.0,5,1,-0.38
40.0,3.1,1,4.0,4,1,-1.4
32.0,3.2,1,3.0,2,1,0.59
33.0,3.9,1,2.0,4,1,0.4
41.0,3.8,1,4.0,6,1,0.59
28.3,2.8,1,3.0,3,1,-0.92
43.0,3.4,1,3.0,4,1,1.96
35.5,3.3,1,3.0,4,1,0.58
38.5,3.4,1,4.0,5,1,-1.55
42.0,2.9,1,3.0,4,1,0.11
33.0,3.1,1,4.0,3,1,2.11
44.0,3.7,1,4.0,6,1,-0.71
38.0,3.1,1,4.0,3,1,1.22
37.0,3.6,1,3.0,4,1,-0.1
38.0,3.4,1,4.0,3,1,0.18
39.0,4.0,1,4.0,4,1,1.62
30.0,3.4,1,5.0,3,1,-0.56
29.5,3.6,2,3.0,5,1,-0.11
34.5,3.2,1,5.0,3,1,1.0
35.0,3.5,1,4.0,4,1,0.68
38.0,3.7,1,5.0,4,1,0.88
33.5,3.7,1,3.0,3,1,-0.96
33.0,3.0,2,3.0,5,1,0.68
32.0,3.8,1,3.0,3,0,-0.52
35.0,3.3,1,4.0,3,1,0.21
34.0,3.5,1,4.0,3,1,-0.6
43.0,3.8,1,3.0,3,1,1.22
43.0,2.6,1,3.0,4,1,1.25
34.5,3.1,1,2.0,3,1,0.6
35.0,3.9,1,3.0,4,1,-0.37
36.0,2.9,1,3.0,3,1,-0.9
34.0,3.0,1,4.0,5,1,-0.05
34.0,3.0,1,3.0,3,1,0.62
43.0,2.9,1,5.0,5,1,0.96
43.0,3.5,1,3.0,5,1,0.58
28.0,2.7,1,4.0,4,0,-1.36
24.0,2.4,1,4.0,2,0,-0.6
40.0,3.1,1,5.0,4,1,1.22
34.0,3.5,1,4.0,4,1,-0.7
29.0,3.4,1,5.0,3,1,0.27
28.0,2.2,1,3.0,3,0,-2.24
29.3,2.9,1,4.0,4,1,1.47
38.0,3.0,1,4.0,3,1,0.89
42.0,3.4,1,4.0,5,1,-0.17
39.0,3.6,1,3.0,4,1,0.82
31.5,2.9,1,4.0,2,1,-0.23
42.0,2.9,1,4.0,3,1,0.91
38.0,3.5,1,2.0,3,1,-0.26
31.0,3.2,1,4.0,3,1,-0.1
33.0,3.1,1,3.0,3,1,-0.45
28.0,3.6,1,2.0,2,1,-1.15
35.0,3.0,1,4.0,2,1,0.0
44.0,3.2,1,4.0,5,1,-0.04
37.0,3.7,1,4.0,4,1,0.81
40.0,3.6,1,4.0,4,1,1.08
38.0,3.5,1,4.0,5,1,0.58
45.0,3.5,1,4.0,5,1,0.69
35.0,3.1,1,4.0,5,1,0.62
42.0,3.8,2,4.0,4,1,1.52
39.0,2.7,1,3.0,3,1,0.5
33.0,2.8,2,3.0,3,1,-1.3
30.0,3.4,1,4.0,5,0,-0.69
36.0,3.8,1,4.0,5,1,2.34
35.0,2.8,1,4.0,5,1,0.63
37.0,3.0,1,4.0,5,1,-0.25
37.0,3.9,1,4.0,5,1,0.41
43.0,3.2,1,4.0,4,1,1.26
31.0,3.0,1,3.0,2,1,-0.79
38.0,3.7,1,3.0,3,1,-0.78
41.0,2.8,1,4.0,3,1,-0.53
35.5,3.6,1,2.0,5,0,-1.38
35.0,3.7,1,3.0,1,1,1.0
43.0,3.9,1,4.0,5,1,1.43
30.5,2.5,1,4.0,5,0,-0.9
48.0,3.1,1,4.0,4,1,0.19
39.0,3.5,1,3.0,4,1,-0.07
29.0,3.4,1,3.0,3,1,-1.07
37.0,3.8,2,3.0,2,1,1.02
45.0,3.8,1,3.0,6,1,-0.79
44.0,2.5,1,4.0,3,1,1.53
33.0,3.2,1,4.0,3,1,0.29
28.7,3.2,1,4.0,2,1,-0.18
39.0,3.4,1,3.0,4,1,-0.39
37.0,3.7,1,4.0,4,1,0.05
39.5,3.4,1,4.0,5,1,-1.08
41.0,3.4,1,4.0,2,1,0.94
39.0,2.8,1,4.0,3,1,0.31
37.0,3.4,1,4.0,4,1,1.03
42.0,3.4,1,4.0,3,1,2.58
36.0,4.0,1,3.0,2,1,1.08
45.0,3.4,1,4.0,5,1,0.44
36.0,3.9,1,4.0,4,1,1.25
26.5,3.2,1,4.0,3,1,0.75
43.0,3.7,1,3.0,4,1,1.14
35.0,3.1,1,4.0,4,1,0.07
42.0,3.7,1,4.0,5,1,-1.19
40.0,3.4,1,3.0,3,1,0.23
40.0,3.7,1,4.0,4,1,-0.15
33.0,3.0,1,3.0,3,1,-0.06
29.5,3.0,1,1.0,2,1,-0.23
38.0,3.0,2,4.0,5,1,0.98
34.0,3.4,1,4.0,2,1,-0.18
25.0,3.3,1,2.0,4,1,1.27
33.0,3.1,1,4.0,2,1,0.38
41.0,2.1,1,4.0,1,0,1.15
42.0,3.8,1,4.0,5,1,1.31
40.0,3.6,2,4.0,5,1,1.41
42.0,3.0,1,3.0,4,1,-1.7
40.0,2.7,1,3.0,4,1,0.68
45.0,3.6,1,5.0,4,1,0.21
42.0,3.2,1,4.0,6,1,0.64
41.0,3.5,1,5.0,5,1,1.39
36.0,3.1,1,3.0,4,1,-1.51
37.0,3.3,1,3.0,3,1,-0.71
40.0,3.1,1,4.0,5,1,1.31
36.0,2.8,1,3.0,3,1,-0.46
31.0,2.8,1,4.0,3,1,-0.17
44.0,3.7,1,4.0,5,1,0.92
38.0,3.4,1,3.0,4,1,-1.09
41.0,3.2,1,4.0,3,1,0.32
31.5,3.6,1,3.0,3,1,0.03
35.7,3.0,1,4.0,3,1,-0.79
38.0,3.3,1,4.0,3,1,0.08
45.0,2.6,1,3.0,3,1,0.4
29.0,3.7,1,2.0,4,1,1.53
34.0,2.9,1,5.0,5,1,0.77
45.0,3.0,1,5.0,5,1,-1.12
42.0,3.5,1,4.0,5,1,0.44
32.0,3.4,1,4.0,2,1,-0.38
41.0,3.8,1,4.0,6,1,0.0
35.0,3.0,1,3.0,5,1,-1.5
38.0,3.4,1,3.0,3,1,-0.8
37.0,3.4,1,3.0,4,1,0.89
40.0,3.9,1,3.0,4,1,1.69
44.0,2.7,1,4.0,4,1,-0.81
42.0,3.8,1,4.0,5,1,0.61
37.0,2.1,1,4.0,2,1,-0.33
27.0,3.7,1,4.0,2,1,-1.54
48.0,3.5,1,4.0,4,1,0.9
38.0,3.0,1,3.0,5,1,-0.61
47.0,2.8,1,3.0,4,1,0.46
25.0,2.6,1,5.0,4,0,-0.39
33.0,3.7,1,3.0,5,1,-1.25
41.0,3.1,1,4.0,6,1,0.08
34.0,2.6,2,2.0,2,1,-0.84
33.0,3.1,1,3.0,3,1,-1.28
32.0,3.2,1,4.0,2,1,0.27
41.0,2.9,1,3.0,3,1,1.76
37.0,3.1,2,3.0,5,1,-0.19
42.0,3.6,1,4.0,5,1,0.13
32.5,3.8,1,4.0,4,1,-0.56
29.7,3.1,2,4.0,4,1,-0.92
32.0,3.4,1,4.0,2,1,0.83
40.0,3.3,1,4.0,4,1,1.26
36.0,3.0,2,3.0,3,1,0.12
42.0,3.5,1,1.0,3,1,0.45
42.0,3.2,1,4.0,5,1,0.17
30.5,3.0,1,5.0,3,1,-0.56
39.0,3.1,1,2.0,4,1,0.88
41.0,3.8,1,5.0,5,1,0.43
44.0,3.7,1,4.0,3,1,2.44
39.0,2.7,1,2.0,3,1,-0.02
31.0,3.2,1,3.0,2,1,-0.68
31.0,3.5,2,3.0,3,1,1.49
37.0,3.0,2,4.0,1,1,0.74
36.5,3.1,1,3.0,4,1,-0.92
36.0,3.0,1,4.0,4,1,-0.86
36.0,2.3,2,3.0,3,1,-0.25
41.0,2.6,2,4.0,5,1,0.64
40.0,3.1,1,5.0,3,1,0.25
35.0,3.8,1,4.0,5,1,-0.06
40.0,3.7,1,4.0,5,1,-1.49
29.0,2.8,1,3.0,3,0,-1.49
32.0,1.8,2,4.0,4,1,-0.41
36.0,2.9,1,4.0,5,1,1.14
35.0,3.0,1,2.0,4,0,-0.5
31.0,4.0,1,3.0,3,1,-0.32
40.0,3.1,1,3.0,3,1,-0.3
32.0,2.8,1,4.0,3,1,-1.17
35.0,3.2,1,3.0,3,1,-0.03
29.0,3.3,1,3.0,3,1,0.97
40.0,2.6,1,4.0,3,1,1.61
37.0,3.0,1,3.0,3,1,-0.97
34.0,3.6,1,3.0,3,1,1.11
35.0,3.9,1,4.0,4,1,1.67
42.0,3.6,1,4.0,5,1,0.1
42.0,3.4,1,3.0,3,1,-0.12
29.0,3.5,1,3.0,3,1,0.04
35.0,3.7,1,4.0,4,1,1.14
46.0,3.4,1,3.0,5,1,0.14
43.0,3.0,1,5.0,3,1,1.17
36.0,3.0,1,4.0,5,1,-0.48
39.0,3.4,1,4.0,5,1,-0.05
45.0,3.6,1,4.0,4,1,0.55
38.0,2.7,1,4.0,5,1,0.26
35.0,3.6,1,3.0,4,1,-0.98
38.0,3.0,1,4.0,3,1,0.87
48.0,3.5,1,3.0,6,1,0.37
31.0,3.6,1,3.0,3,1,-0.42
43.0,3.6,1,3.0,6,1,-1.08
39.0,3.3,1,3.0,6,1,0.61
44.0,3.2,1,4.0,4,1,-0.11
39.0,3.8,1,4.0,4,1,-2.0
36.0,3.0,1,3.0,3,1,-0.87
41.0,3.3,1,4.0,5,1,-0.03
30.0,3.4,2,3.0,3,1,-0.67
35.0,3.5,1,3.0,2,1,-0.46
44.0,3.2,1,4.0,6,1,1.3
34.0,2.4,1,3.0,3,1,-1.5
37.0,3.8,1,2.0,3,1,1.0
29.5,2.6,1,5.0,3,0,-1.13
33.0,2.8,1,5.0,1,1,0.32
29.0,2.6,1,3.0,3,0,-1.69
39.0,3.1,1,3.0,3,1,0.61
33.0,2.8,1,5.0,6,1,-0.19
32.0,2.5,2,3.0,3,0,-2.46
20.0,2.7,1,4.0,1,0,-1.69
43.0,4.0,1,3.0,3,1,2.2
31.0,3.4,1,4.0,5,0,-1.9
40.0,3.6,1,4.0,4,1,1.57
33.0,3.6,1,2.0,3,1,0.75
36.0,2.8,1,5.0,3,1,0.42
31.0,3.2,1,2.0,3,1,-1.39
38.0,3.4,1,3.0,3,1,-0.21
34.0,3.8,1,4.0,3,1,0.56
38.0,3.2,1,3.0,6,1,-1.38
32.0,3.4,1,4.0,3,1,0.48
39.5,3.1,1,3.0,4,1,-0.24
34.0,3.5,1,2.0,3,1,-1.14
40.0,3.1,1,5.0,4,1,1.09
38.0,3.7,1,3.0,4,1,-0.59
38.0,2.1,1,5.0,3,1,-1.46
40.0,3.7,1,4.0,4,1,1.37
42.0,3.3,1,4.0,4,1,-0.46
36.0,2.9,1,4.0,2,1,-1.44
41.0,3.3,1,4.0,5,1,-1.3
36.0,3.8,1,3.0,4,1,-1.09
45.0,3.3,1,4.0,4,1,1.13
29.0,2.5,1,4.0,2,1,-0.23
37.0,3.3,1,4.0,5,1,0.48
40.0,2.9,1,3.0,3,1,0.36
44.0,3.2,1,4.0,4,1,1.44
41.0,3.5,1,3.0,6,1,0.25
25.0,3.1,1,2.0,2,1,-1.06
40.0,3.3,1,5.0,3,1,0.52
35.0,2.7,1,4.0,5,1,-1.21
46.0,3.8,1,4.0,3,1,-0.06
22.0,3.3,2,4.0,4,0,-1.94
35.0,3.6,1,3.0,4,0,0.21
35.0,2.1,1,4.0,3,1,-0.01
39.0,3.3,1,3.0,6,1,-1.59
38.0,3.5,1,4.0,3,1,-1.69
31.0,2.7,2,3.0,3,1,-1.85
34.0,3.3,1,4.0,3,1,0.34
37.0,3.9,1,2.0,3,1,0.39
40.0,3.0,1,2.0,3,1,-0.81
34.0,2.3,1,3.0,4,0,-1.21
38.0,3.0,1,3.0,3,1,0.53
45.0,3.7,1,4.0,4,1,-1.17
41.0,3.4,1,5.0,4,1,1.47
37.0,3.1,1,4.0,4,1,-0.32
30.0,3.1,1,3.0,3,1,0.67
33.0,3.4,1,3.0,4,1,1.2
35.0,2.8,1,3.0,4,0,-2.1
39.0,2.8,2,5.0,3,1,0.16
38.0,2.9,1,4.0,3,1,1.42
39.0,2.7,1,3.0,2,1,0.78
29.0,2.3,2,4.0,2,1,-0.75
41.0,3.9,1,3.0,6,1,0.88
33.0,3.6,1,3.0,3,1,0.24
34.5,2.5,1,5.0,3,1,0.38
39.0,3.8,1,3.0,4,1,-0.49
36.0,2.9,1,5.0,6,1,-1.55
33.0,3.1,2,3.0,5,0,0.14
32.0,3.3,1,4.0,3,1,-0.29
37.0,3.2,1,4.0,2,1,1.59
40.0,3.1,1,4.0,3,1,-1.26
35.0,2.9,1,5.0,3,1,-1.58
42.0,3.3,1,2.0,4,1,-0.12
37.0,2.9,1,4.0,3,1,-0.06
34.0,3.2,1,3.0,5,1,0.26
40.0,3.1,1,2.0,4,1,0.92
28.0,3.5,1,3.0,4,0,-0.77
33.0,3.3,2,3.0,5,1,-0.08
35.0,2.4,1,3.0,3,1,-0.39
32.3,2.7,1,4.0,3,1,0.82
26.0,3.6,1,4.0,4,1,-0.21
34.0,3.6,1,4.0,4,1,0.12
38.0,3.3,1,3.0,3,1,0.31
45.0,3.5,1,4.0,4,1,1.84
35.0,3.4,1,3.0,3,1,0.33
39.0,3.2,1,3.0,4,1,-1.0
29.0,3.1,1,2.0,2,0,-0.22
39.0,3.6,1,4.0,3,1,1.16
37.0,3.4,1,3.0,3,1,1.65
35.0,3.4,1,5.0,4,1,0.6
37.0,2.9,1,2.0,3,1,-0.74
40.0,3.2,1,4.0,5,1,1.24
28.0,3.2,1,4.0,4,0,-1.57
44.0,3.5,1,4.0,5,1,-0.56
33.0,3.8,1,4.0,3,1,0.63
42.0,3.8,2,4.0,3,1,0.63
44.0,3.0,1,4.0,4,1,1.41
35.0,3.6,1,3.0,4,1,-0.21
34.0,3.8,1,4.0,3,1,0.61
36.5,2.3,1,4.0,3,1,-0.5
39.5,3.6,1,4.0,6,1,-0.51
35.0,2.7,1,4.0,2,1,-1.67
